"TSID","MSRP","Seating","Doors","Width","Height","Length","Wheelbase","Front_Head_Rm_in","Front_leg_room_IN","Front_shoulder_room_IN","Rear_head_room_IN","Rear leg room_IN","Rear shoulder room_IN","Fuel_Type","Engine_Type_Fuel","Fuel_Tank_Capacity_gal","Range_City_miles","Range_Hwy_miles","Mileage_City","Mileage_Hwy","Pass_Vol","Curb_weight","Cargo_Capacity_CUFT","Drive_Type","Transmission","Engine_Size","CAM_Type","Engine_Type","Cylinders","Engine_Valves","Engine_Torque_FTLBS","Engine_Torque_RPM","Horsepower","Horsepower (RPM)","Turning_circleFT","SmallOLFront","ModerateOLFront","Side","Roof","HeadRestraintsSeats","FrontCrashOPrev","Customer_Rating","Fuel","Insurance","Financing","State_Fees","Maintenance","Repairs","Depreciation"
970,"16570","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,296.40,421.80,26,37,103.40,2546,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4308.2","1491.3","994.2","994.2","828.5","662.8","7290.8"
971,"16133","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,293.40,421.80,26,37,103.40,2546,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4194.58","1451.97","967.98","967.98","806.65","645.32","7098.52"
985,"20430","5","4",68.30,59.70,173.10,99.40,38.70,41.80,53.40,37.80,34.60,53.00,"Regular","Gas",12.20,329.40,451.40,27,37,105.20,2806,14.90,"FWD","6-speed automatic",1.40,"DOHC","Inline","4","16","148","1850","138","4900",36.10,"G","G","G","G","G","BASIC",8.60,"5311.8","1838.7","1225.8","1225.8","1021.5","817.2","8989.2"
999,"14815","5","4",67.70,57.30,171.90,101.20,40.00,43.80,53.10,37.60,31.10,52.10,"Regular","Gas",11.40,307.80,421.80,27,37,102.10,2494,13.70,"FWD","6-speed manual",1.60,"DOHC","Inline","4","16","123","4850","138","6300",33.50,"M","G","A","G","G","NOT AVAILABLE",8.00,"3851.9","1333.35","888.9","888.9","740.75","592.6","6518.6"
1011,"16015","5","4",67.70,57.30,171.90,101.20,40.00,43.80,53.10,37.60,31.10,52.10,"Regular","Gas",11.40,307.80,421.80,27,37,102.10,2573,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","138","6300",33.50,"M","G","A","G","G","NOT AVAILABLE",8.00,"4163.9","1441.35","960.9","960.9","800.75","640.6","7046.6"
1012,"18085","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,345.60,473.60,27,37,110.40,2773,14.80,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4702.1","1627.65","1085.1","1085.1","904.25","723.4","7957.4"
1024,"18075","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,345.60,473.60,27,37,110.40,2773,14.80,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4699.5","1626.75","1084.5","1084.5","903.75","723","7953"
1031,"19990","5","4",68.50,57.70,180.50,104.10,39.80,43.50,55.60,37.10,35.40,54.20,"Regular","Gas",14.50,406.00,536.50,28,37,108.90,3032,12.00,"AWD","CVT",2.00,"DOHC","Flat","4","16","145","4200","148","6200",34.80,"G","G","G","G","G","SUPERIOR",8.30,"5197.4","1799.1","1199.4","1199.4","999.5","799.6","8795.6"
1037,"17785","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,369.60,488.40,28,37,110.50,2800,13.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4624.1","1600.65","1067.1","1067.1","889.25","711.4","7825.4"
1042,"20090","5","4",68.50,57.70,180.50,104.10,39.80,43.50,55.60,37.10,35.40,54.20,"Regular","Gas",14.50,406.00,536.50,28,37,108.90,3032,12.00,"AWD","CVT",2.00,"DOHC","Flat","4","16","145","4200","148","6200",34.80,"G","G","G","G","G","SUPERIOR",8.30,"5223.4","1808.1","1205.4","1205.4","1004.5","803.6","8839.6"
1043,"18065","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,369.60,488.40,28,37,110.50,2800,13.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4696.9","1625.85","1083.9","1083.9","903.25","722.6","7948.6"
1090,"15730","5","2",66.70,59.40,155.50,98.80,39.30,40.60,52.50,37.60,33.30,51.80,"Regular","Gas",11.10,333.00,410.70,30,37,99.70,2315,15.30,"FWD","5-speed manual",1.50,"DOHC","Inline","4","16","103","4200","106","6000",31.50,"G","G","G","A","M","NOT AVAILABLE",8.70,"4089.8","1415.7","943.8","943.8","786.5","629.2","6921.2"
1147,"22795","5","4",73.60,54.90,192.30,108.00,38.70,42.20,58.50,37.40,37.60,56.70,"Regular or E85","Flex-fuel",15.80,363.40,568.80,23,36,115.90,3473,16.00,"FWD","9-speed automatic",2.40,"SOHC","Inline","4","16","173","4600","184","6250",39.20,"G","G","G","G","G","SUPERIOR",8.00,"5926.7","2051.55","1367.7","1367.7","1139.75","911.8","10029.8"
1151,"22990","5","4",73.60,54.90,192.30,108.00,38.70,42.20,58.50,37.40,37.60,56.70,"Regular or E85","Flex-fuel",15.80,363.40,568.80,23,36,115.90,3473,16.00,"FWD","9-speed automatic",2.40,"SOHC","Inline","4","16","173","4600","184","6250",39.20,"G","G","G","G","G","SUPERIOR",8.00,"5977.4","2069.1","1379.4","1379.4","1149.5","919.6","10115.6"
1160,"23260","5","4",72.20,58.50,191.60,110.40,38.30,42.40,56.90,37.80,39.10,57.00,"Regular","Gas",18.50,444.00,666.00,24,36,117.90,3230,15.90,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"A","G","G","G","G","NOT AVAILABLE",8.60,"6047.6","2093.4","1395.6","1395.6","1163","930.4","10234.4"
1192,"22815","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,55.20,"Regular","Gas",14.50,362.50,522.00,25,36,109.80,3124,15.70,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"G","G","G","G","G","ADVANCED",8.30,"5931.9","2053.35","1368.9","1368.9","1140.75","912.6","10038.6"
1199,"16995","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Regular","Gas",15.60,390.00,561.60,25,36,109.60,3118,15.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","125","3800","138","6300",35.70,"M","G","G","G","G","NOT AVAILABLE",8.40,"4418.7","1529.55","1019.7","1019.7","849.75","679.8","7477.8"
1200,"17490","5","4",72.00,57.70,183.90,106.40,38.60,42.20,58.20,37.00,35.30,56.10,"Regular","Gas",14.20,355.00,511.20,25,36,110.30,3186,13.10,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","148","4600","160","6400",36.50,"A","G","G","G","G","NOT AVAILABLE",8.20,"4547.4","1574.1","1049.4","1049.4","874.5","699.6","7695.6"
1202,"28840","5","4",70.60,55.60,181.90,105.10,38.00,42.30,55.60,35.90,34.00,53.50,"Premium","Gas",13.20,330.00,475.20,25,36,89.30,8918,12.30,"FWD","8-speed automatic",2.40,"DOHC","Inline","4","16","180","3600","201","6800",36.80,"G","G","G","G","G","SUPERIOR",8.60,"7498.4","2595.6","1730.4","1730.4","1442","1153.6","12689.6"
1204,"16995","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Regular","Gas",15.60,390.00,561.60,25,36,109.60,3084,15.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","125","3800","138","6300",35.70,"M","G","G","G","G","NOT AVAILABLE",8.40,"4418.7","1529.55","1019.7","1019.7","849.75","679.8","7477.8"
1205,"23290","5","4",73.00,57.60,191.50,107.80,39.00,42.10,57.50,37.50,36.80,57.10,"Regular","Gas",15.80,395.00,568.80,25,36,116.00,3393,16.30,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","191","4400","196","6300",37.40,"G","G","G","G","G","BASIC",8.10,"6055.4","2096.1","1397.4","1397.4","1164.5","931.6","10247.6"
1225,"20215","5","4",70.10,56.30,179.50,106.30,39.10,42.20,56.10,37.30,35.90,54.90,"Regular","Gas",13.20,330.00,475.20,25,36,111.10,2906,14.90,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","154","4700","173","6500",34.80,"M","G","G","G","G","NOT AVAILABLE",8.80,"5255.9","1819.35","1212.9","1212.9","1010.75","808.6","8894.6"
1228,"22540","5","4",72.40,59.00,188.80,108.30,40.00,42.90,58.10,37.00,38.10,57.30,"Regular","Gas",18.50,481.00,666.00,26,36,119.60,3468,15.00,"AWD","CVT",2.50,"DOHC","Flat","4","16","174","4000","175","5800",36.80,"G","G","G","G","G","SUPERIOR",8.20,"5860.4","2028.6","1352.4","1352.4","1127","901.6","9917.6"
1235,"22490","5","4",72.40,59.00,188.80,108.30,40.00,42.90,58.10,37.00,38.10,57.30,"Regular","Gas",18.50,481.00,666.00,26,36,119.60,3468,15.00,"AWD","CVT",2.50,"DOHC","Flat","4","16","174","4000","175","5800",36.80,"G","G","G","G","G","SUPERIOR",8.30,"5847.4","2024.1","1349.4","1349.4","1124.5","899.6","9895.6"
1266,"18385","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,356.40,475.20,27,36,110.50,2820,13.00,"FWD","4-speed automatic",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4780.1","1654.65","1103.1","1103.1","919.25","735.4","8089.4"
1267,"18665","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,356.40,475.20,27,36,110.50,2820,13.00,"FWD","4-speed automatic",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4852.9","1679.85","1119.9","1119.9","933.25","746.6","8212.6"
1286,"12825","5","4",66.70,59.60,175.40,102.40,39.80,41.80,51.70,36.60,37.00,51.90,"Regular","Gas",10.80,291.60,388.80,27,36,105.10,2363,14.90,"FWD","5-speed manual",1.60,"DOHC","Inline","4","16","107","4400","109","6000",34.80,"P","G","G","G","G","NOT AVAILABLE",7.60,"3334.5","1154.25","769.5","769.5","641.25","513","5643"
1299,"17315","5","4",69.30,58.90,182.10,106.30,39.40,42.50,54.70,36.70,37.40,53.90,"Regular","Gas",13.20,356.40,475.20,27,36,95.90,3855,15.10,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","3600","130","6000",34.80,"G","G","G","G","G","NOT AVAILABLE",7.80,"4501.9","1558.35","1038.9","1038.9","865.75","692.6","7618.6"
1300,"17615","5","4",69.30,58.90,182.10,106.30,39.40,42.50,54.70,36.70,37.40,53.90,"Regular","Gas",13.20,356.40,475.20,27,36,111.00,2848,15.10,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","3600","130","6000",34.80,"G","G","G","G","G","BASIC",7.80,"4579.9","1585.35","1056.9","1056.9","880.75","704.6","7750.6"
1313,"15180","5","4",71.60,58.10,173.50,98.00,39.10,42.20,52.70,37.10,31.20,49.00,"Regular","Gas",12.40,347.20,446.40,28,36,97.90,2578,12.80,"FWD","5-speed manual",1.60,"DOHC","Inline","4","16","112","5000","120","6350",34.40,"M","G","G","G","G","NOT AVAILABLE",7.50,"3946.8","1366.2","910.8","910.8","759","607.2","6679.2"
1340,"19325","5","4",69.00,56.50,179.40,105.10,39.00,42.00,56.60,37.10,36.20,53.30,"Regular","Gas",13.20,369.60,475.20,28,36,107.10,2754,12.50,"FWD","5-speed manual",1.80,"SOHC","Inline","4","16","129","4300","143","6500",35.40,"G","G","G","G","G","BASIC",8.70,"5024.5","1739.25","1159.5","1159.5","966.25","773","8503"
1352,"45305","5","4",71.80,56.80,188.30,112.20,39.50,44.50,56.70,36.80,35.10,56.10,"Premium","Hybrid",17.80,516.20,640.80,29,36,100.00,3913,9.40,"RWD","7-speed automatic",3.50,"DOHC","V","6","24","258","5000","360","6500",36.70,"A","G","G","G","G","SUPERIOR",8.10,"11779.3","4077.45","2718.3","2718.3","2265.25","1812.2","19934.2"
1359,"16830","5","4",66.70,59.40,155.50,98.80,39.30,40.60,52.50,37.60,33.30,51.80,"Regular","Gas",11.10,333.00,399.60,30,36,100.70,2335,15.60,"FWD","4-speed automatic",1.50,"DOHC","Inline","4","16","103","4200","106","6000",31.50,"G","G","G","A","M","NOT AVAILABLE",8.70,"4375.8","1514.7","1009.8","1009.8","841.5","673.2","7405.2"
1412,"19995","5","4",72.00,57.70,183.90,106.40,38.60,42.20,58.20,37.00,35.30,56.10,"Regular","Gas",14.20,312.40,497.00,22,35,110.30,3297,13.10,"FWD","6-speed manual",2.40,"SOHC","Inline","4","16","171","4800","184","6250",36.50,"A","G","G","G","G","NOT AVAILABLE",8.20,"5198.7","1799.55","1199.7","1199.7","999.75","799.8","8797.8"
1414,"19695","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Regular","Gas",15.60,343.20,546.00,22,35,109.60,3097,15.00,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","125","3800","138","6300",3537.00,"M","G","G","G","G","NOT AVAILABLE",8.40,"5120.7","1772.55","1181.7","1181.7","984.75","787.8","8665.8"
1422,"24790","5","4",72.00,57.70,183.90,106.40,38.60,42.20,58.20,37.00,35.30,56.10,"Regular","Gas",14.20,326.60,497.00,23,35,110.30,3348,13.10,"FWD","6-speed automatic",2.40,"SOHC","Inline","4","16","171","4800","184","6250",3635.00,"A","G","G","G","G","NOT AVAILABLE",8.20,"6445.4","2231.1","1487.4","1487.4","1239.5","991.6","10907.6"
1432,"32635","5","4",73.00,57.00,190.30,109.30,37.20,42.60,57.50,36.70,34.50,55.40,"Premium","Gas",17.20,512.80,602.00,24,35,93.30,3749,13.20,"FWD","8-speed automatic",2.40,"DOHC","Inline","4","16","182","4500","206","6800",39.20,"M","G","G","G","G","SUPERIOR",8.00,"8485.1","2937.15","1958.1","1958.1","1631.75","1305.4","14359.4"
1433,"16982","5","4",70.60,55.60,179.09,105.10,38.00,42.30,55.60,35.90,34.10,53.50,"Premium Unleaded (Required)","Flex-fuel",13.20,316.80,462.00,24,35,101.60,2955,12.30,"FWD","5-speed automatic",2.00,"SOHC","Inline","4","16","140","4300","150","6500",36.10,"G","G","G","G","G","NOT AVAILABLE",8.40,"4415.32","1528.38","1018.92","1018.92","849.1","679.28","7472.08"
1436,"22160","5","4",72.20,58.50,191.60,110.40,38.30,42.40,56.90,37.80,39.10,57.00,"Regular","Gas",18.50,444.00,647.50,24,35,117.90,3172,15.90,"FWD","5-speed manual",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"A","G","G","G","G","NOT AVAILABLE",8.60,"5761.6","1994.4","1329.6","1329.6","1108","886.4","9750.4"
1440,"27990","5","4",70.60,55.60,179.10,105.10,38.00,42.30,55.60,35.90,34.00,53.50,"Premium","Gas",13.20,316.80,462.00,24,35,101.60,2955,12.30,"FWD","5-speed automatic",2.00,"SOHC","Inline","4","16","140","4300","150","6500",36.10,"G","G","G","G","G","NOT AVAILABLE",8.40,"7277.4","2519.1","1679.4","1679.4","1399.5","1119.6","12315.6"
1442,"20335","5","4",70.60,55.60,179.10,105.10,37.90,42.30,55.60,35.90,34.00,53.50,"Premium","Gas",13.20,316.80,462.00,24,35,101.70,2910,12.40,"FWD","5-speed automatic",2.00,"SOHC","Inline","4","16","140","4300","150","6500",36.10,"G","G","G","G","G","NOT AVAILABLE",8.40,"5287.1","1830.15","1220.1","1220.1","1016.75","813.4","8947.4"
1443,"32385","5","4",73.00,57.00,190.30,109.30,37.20,42.60,57.50,36.70,34.50,55.40,"Premium","Gas",17.20,412.80,602.00,24,35,106.50,3483,13.20,"FWD","8-speed automatic",2.40,"DOHC","Inline","4","16","182","4500","206","6800",39.20,"A","G","G","G","G","SUPERIOR",8.00,"8420.1","2914.65","1943.1","1943.1","1619.25","1295.4","14249.4"
1468,"23425","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",13.20,316.80,462.00,24,35,110.40,2923,14.80,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","154","4700","173","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"6090.5","2108.25","1405.5","1405.5","1171.25","937","10307"
1470,"19085","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,258.40,486.40,28,38,110.40,2818,14.80,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4962.1","1717.65","1145.1","1145.1","954.25","763.4","8397.4"
1473,"23905","5","4",71.70,57.90,190.90,109.30,38.80,41.60,58.00,38.10,38.90,56.60,"Regular","Gas",17.00,425.00,595.00,25,35,118.10,3240,15.40,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","170","4100","178","6000",36.70,"G","G","G","G","G","ADVANCED",8.40,"6215.3","2151.45","1434.3","1434.3","1195.25","956.2","10518.2"
1475,"23805","5","4",71.70,57.90,190.90,109.30,38.80,41.60,58.00,38.10,38.90,56.60,"Regular","Gas",17.00,425.00,595.00,25,35,118.10,3240,15.40,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","170","4100","178","6000",36.70,"G","G","G","G","G","ADVANCED",8.40,"6189.3","2142.45","1428.3","1428.3","1190.25","952.2","10474.2"
1490,"16245","5","4",68.30,59.70,173.10,99.40,38.70,41.80,53.40,37.80,34.60,53.00,"Regular","Gas",12.20,305.00,427.00,25,35,105.20,2727,14.90,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","125","3800","138","6300",34.50,"G","G","G","G","G","BASIC",8.60,"4223.7","1462.05","974.7","974.7","812.25","649.8","7147.8"
1545,"14995","5","4",68.30,59.70,173.10,99.40,38.70,41.80,53.40,37.80,34.60,53.00,"Regular","Gas",12.20,317.20,427.00,26,35,105.20,2727,14.90,"FWD","5-speed manual",1.80,"DOHC","Inline","4","16","125","3800","138","6300",34.50,"G","G","G","G","G","BASIC",8.60,"3898.7","1349.55","899.7","899.7","749.75","599.8","6597.8"
1560,"14325","5","4",66.70,59.60,175.40,102.40,39.80,41.80,51.70,36.60,37.00,51.90,"Regular","Gas",10.80,280.80,378.00,26,35,105.10,2421,14.90,"FWD","4-speed automatic",1.60,"DOHC","Inline","4","16","107","4400","109","6000",34.80,"P","G","G","G","G","NOT AVAILABLE",7.60,"3724.5","1289.25","859.5","859.5","716.25","573","6303"
1590,"25460","5","2",72.80,57.70,191.40,109.30,39.10,42.50,58.60,37.50,38.50,56.50,"Regular","Gas",17.20,447.20,602.00,26,35,109.30,3252,13.70,"FWD","CVT",2.40,"DOHC","Inline","4","16","181","3900","185","6400",37.60,"G","G","G","G","G","SUPERIOR",8.20,"6619.6","2291.4","1527.6","1527.6","1273","1018.4","11202.4"
1691,"19430","5","4",69.40,58.30,182.10,103.70,39.60,42.30,54.70,36.90,36.10,54.30,"Regular","Gas",15.50,418.50,542.50,27,35,105.80,2954,12.30,"FWD","CVT",2.00,"DOHC","Inline","4","16","145","4200","148","6000",32.80,"A","G","G","G","G","NOT AVAILABLE",8.70,"5051.8","1748.7","1165.8","1165.8","971.5","777.2","8549.2"
1712,"47105","5","4",71.80,57.20,188.30,112.20,39.50,44.50,56.70,36.80,35.10,56.10,"Premium","Hybrid",17.80,498.40,623.00,28,35,100.00,4085,9.40,"AWD","7-speed automatic",3.50,"DOHC","V","6","24","258","5000","360","6500",37.40,"A","G","G","G","G","SUPERIOR",8.10,"12247.3","4239.45","2826.3","2826.3","2355.25","1884.2","20726.2"
1810,"36260","5","4",73.00,57.00,190.30,109.30,37.20,42.60,57.50,36.70,34.50,55.40,"Premium","Gas",17.20,361.20,584.80,21,34,93.30,3749,13.20,"FWD","9-speed automatic",3.50,"SOHC","V","6","24","267","4500","290","6200",38.80,"M","G","G","G","G","SUPERIOR",8.00,"9427.6","3263.4","2175.6","2175.6","1813","1450.4","15954.4"
1811,"42515","5","4",73.00,57.00,190.30,109.30,37.20,42.60,57.50,36.70,34.50,55.40,"Premium","Gas",17.20,361.20,584.80,21,34,93.30,3620,14.30,"AWD","9-speed automatic",3.50,"SOHC","V","6","24","267","4500","290","6200",38.80,"M","G","G","G","G","SUPERIOR",8.00,"11053.9","3826.35","2550.9","2550.9","2125.75","1700.6","18706.6"
1813,"36260","5","4",73.00,57.00,190.30,109.30,37.20,42.60,57.50,36.70,34.50,55.40,"Premium","Gas",17.20,361.20,584.80,21,34,106.50,3585,13.20,"FWD","9-speed automatic",3.50,"SOHC","V","6","24","267","4500","290","6200",38.80,"A","G","G","G","G","SUPERIOR",8.00,"9427.6","3263.4","2175.6","2175.6","1813","1450.4","15954.4"
1862,"19245","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,53.60,"Regular","Gas",14.50,333.50,493.00,23,34,109.80,2941,15.70,"FWD","6-speed automatic",2.00,"SOHC","Inline","4","8","125","4000","115","5200",36.40,"G","G","G","G","G","BASIC",8.30,"5003.7","1732.05","1154.7","1154.7","962.25","769.8","8467.8"
1877,"51195","5","4",73.20,57.60,193.40,116.90,40.50,41.40,58.30,38.30,35.30,56.20,"Premium","Gas",18.50,425.50,629.00,23,34,116.00,3814,14.00,"RWD","8-speed automatic",2.00,"DOHC","Inline","4","16","260","1450","240","5000",39.40,"M","G","G","G","G","SUPERIOR",8.30,"13310.7","4607.55","3071.7","3071.7","2559.75","2047.8","22525.8"
1905,"22940","5","4",72.80,57.70,192.50,109.30,39.10,42.50,58.60,37.50,38.50,56.50,"Regular","Gas",17.20,395.60,584.80,23,34,119.00,3170,15.80,"FWD","6-speed manual",2.40,"DOHC","Inline","4","16","181","3900","185","6400",38.10,"G","G","G","G","G","SUPERIOR",8.20,"5964.4","2064.6","1376.4","1376.4","1147","917.6","10093.6"
1911,"22665","5","4",72.10,57.10,190.70,110.00,40.00,45.50,57.30,37.60,34.70,55.70,"Regular","Gas",18.50,425.50,629.00,23,34,117.60,3237,15.40,"FWD","6-speed automatic",2.40,"DOHC","Inline","4","16","181","4250","192","6300",35.80,"A","G","G","G","G","NOT AVAILABLE",9.10,"5892.9","2039.85","1359.9","1359.9","1133.25","906.6","9972.6"
1969,"21085","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",13.20,316.80,448.80,24,34,110.40,2890,14.80,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","154","4700","173","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"5482.1","1897.65","1265.1","1265.1","1054.25","843.4","9277.4"
